UniProt	Protein	Gene	Description	Infected_8h_1	Infected_8h_2	Infected_8h_3	Infected_8h_4	Infected_8h_5	Mock_8h_1	Mock_8h_2	Mock_8h_3	Mock_8h_4	Mock_8h_5	Infected_16h_1	Infected_16h_2	Infected_16h_3	Infected_16h_4	Infected_16h_5	Mock_16h_1	Mock_16h_2	Mock_16h_3	Mock_16h_4	Mock_16h_5	Infected_24h_1	Infected_24h_2	Infected_24h_3	Infected_24h_4	Infected_24h_5	Mock_24h_1	Mock_24h_2	Mock_24h_3	Mock_24h_4	Mock_24h_5
P84085	ARF5_HUMAN	ARF5	ADP-ribosylation factor 5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55220100.0	0.0	0.0	0.0	61517344.0	0.0	0.0	0.0	0.0
P84090	ERH_HUMAN	ERH	Enhancer of rudimentary homolog	377925888.0	295938080.0	316477312.0	418273984.0	438751392.0	426140960.0	332164992.0	381619584.0	414735936.0	306775584.0	303611488.0	364269920.0	414224096.0	411650656.0	320742656.0	454644000.0	431653120.0	344976032.0	413348896.0	404304032.0	469280224.0	442979008.0	446931328.0	575304960.0	479032096.0	355902720.0	404654816.0	375675232.0	353179904.0	426994272.0
P84095	RHOG_HUMAN	RHOG	Rho-related GTP-binding protein RhoG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P84098	RL19_HUMAN	RPL19	Large ribosomal subunit protein eL19	558496320.0	0.0	491937824.0	638993860.0	630364100.0	277767616.0	490583520.0	522634784.0	324779552.0	540734910.0	412202592.0	485808000.0	510967776.0	556944130.0	631623360.0	813789820.0	650043260.0	456121568.0	555839360.0	319359424.0	587045500.0	613399230.0	504785696.0	667362430.0	495181376.0	561865600.0	599447170.0	551884860.0	589480510.0	601698940.0
P84101	SERF2_HUMAN	SERF2	Small EDRK-rich factor 2	0.0	26511952.0	0.0	0.0	0.0	0.0	0.0	0.0	37047268.0	0.0	0.0	0.0	0.0	0.0	7164702.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P84103	SRSF3_HUMAN	SRSF3	Serine/arginine-rich splicing factor 3	211989008.0	207250768.0	189086720.0	218312144.0	288203104.0	213500896.0	271975040.0	266590416.0	362418400.0	222463760.0	164252256.0	374777248.0	264037040.0	197905536.0	149313600.0	288629056.0	276932832.0	303634176.0	252057376.0	245856928.0	190453232.0	342644192.0	385063232.0	367760800.0	290797568.0	280655488.0	271225920.0	270866592.0	299226688.0	240666800.0
P84157	MXRA7_HUMAN	MXRA7	Matrix-remodeling-associated protein 7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P84243	H33_HUMAN	H3-3A	Histone H3.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P85037	FOXK1_HUMAN	FOXK1	Forkhead box protein K1	0.0	0.0	0.0	0.0	20689352.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	95688472.0	0.0	0.0	0.0	0.0	0.0	21472634.0	0.0	0.0	0.0
P86790	CCZ1B_HUMAN	CCZ1B	Vacuolar fusion protein CCZ1 homolog B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P98082	DAB2_HUMAN	DAB2	Disabled homolog 2	102904136.0	93219488.0	101786264.0	115648856.0	100437608.0	81628024.0	104064320.0	98386304.0	92254264.0	108005192.0	113203712.0	102897432.0	95063728.0	107465568.0	101117632.0	111382664.0	113144376.0	140742128.0	117719840.0	142341888.0	102092072.0	94516488.0	80000696.0	92645096.0	101387320.0	135005984.0	111378728.0	123327848.0	127852208.0	139859568.0
P98160	PGBM_HUMAN	HSPG2	Basement membrane-specific heparan sulfate proteoglycan core protein	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P98175	RBM10_HUMAN	RBM10	RNA-binding protein 10	23844378.0	0.0	0.0	0.0	42731968.0	0.0	0.0	21856558.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21938598.0	0.0	23313898.0	0.0	0.0	0.0	0.0	25379434.0	30138122.0	0.0	0.0	20627740.0	0.0	0.0	17207090.0
P98179	RBM3_HUMAN	RBM3	RNA-binding protein 3	235353472.0	265711248.0	261610544.0	278240512.0	200610160.0	205387424.0	229810240.0	242625488.0	224529488.0	193029072.0	0.0	315378368.0	241073200.0	274717024.0	190710272.0	299648224.0	301167936.0	289490944.0	216515920.0	252726208.0	297139424.0	263500064.0	242297280.0	206660896.0	296260768.0	228695840.0	274563808.0	281632928.0	196081088.0	327211008.0
P99999	CYC_HUMAN	CYCS	Cytochrome c	89753200.0	187720064.0	215804176.0	422425952.0	157291984.0	280231840.0	76019240.0	184176624.0	261798368.0	313521984.0	211157984.0	228990288.0	307523968.0	334652864.0	174919888.0	149299440.0	129106552.0	213740960.0	161680224.0	459518944.0	210552512.0	320182496.0	295733056.0	333274304.0	444581120.0	223310944.0	519705760.0	322621376.0	332145824.0	323010880.0
Q00013	EM55_HUMAN	MPP1	55 kDa erythrocyte membrane protein	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q00169	PIPNA_HUMAN	PITPNA	Phosphatidylinositol transfer protein alpha isoform	0.0	37128152.0	0.0	0.0	0.0	0.0	0.0	33583148.0	0.0	49102260.0	0.0	23881600.0	0.0	0.0	0.0	18574118.0	34438488.0	57554604.0	31084730.0	21090926.0	0.0	40529008.0	44861660.0	0.0	0.0	27934876.0	38287696.0	26711582.0	0.0	0.0
Q00325	S25A3_HUMAN	SLC25A3	Solute carrier family 25 member 3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q00341	VIGLN_HUMAN	HDLBP	Vigilin	465970816.0	497675136.0	484685952.0	469940288.0	482191520.0	488632192.0	455306144.0	427378720.0	436252288.0	484198784.0	459211424.0	468160416.0	449961792.0	433123840.0	415802976.0	428821088.0	417793952.0	445842240.0	453075008.0	443061504.0	414281280.0	389886816.0	400769760.0	403133344.0	393411072.0	408895168.0	399166208.0	430598016.0	398141056.0	383137696.0
Q00403	TF2B_HUMAN	GTF2B	Transcription initiation factor IIB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q00534	CDK6_HUMAN	CDK6	Cyclin-dependent kinase 6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31002760.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43696444.0	27208670.0	0.0	54008376.0
Q00535	CDK5_HUMAN	CDK5	Cyclin-dependent kinase 5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q00536	CDK16_HUMAN	CDK16	Cyclin-dependent kinase 16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q00577	PURA_HUMAN	PURA	Transcriptional activator protein Pur-alpha	48851036.0	55886484.0	0.0	44775208.0	0.0	0.0	58954808.0	48631760.0	0.0	32901644.0	35417456.0	33957200.0	0.0	26686020.0	52663004.0	43766168.0	0.0	0.0	0.0	0.0	34560608.0	55836232.0	42785380.0	35541068.0	0.0	0.0	27868724.0	38055220.0	44394308.0	18985584.0
Q00610	CLH1_HUMAN	CLTC	Clathrin heavy chain 1	715578370.0	775894590.0	863263810.0	1057848770.0	741545150.0	897886210.0	828102660.0	916860220.0	882992510.0	940289340.0	858106430.0	1015253440.0	956953340.0	1075914750.0	1057429060.0	858101250.0	936429380.0	784419650.0	897115070.0	905325630.0	950680000.0	1091937280.0	1061692540.0	1077021570.0	1134808060.0	890351360.0	916862530.0	871068800.0	973104770.0	819771900.0
Q00613	HSF1_HUMAN	HSF1	Heat shock factor protein 1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q00653	NFKB2_HUMAN	NFKB2	Nuclear factor NF-kappa-B p100 subunit	0.0	0.0	0.0	0.0	0.0	66308308.0	0.0	0.0	62682408.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49327712.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q00688	FKBP3_HUMAN	FKBP3	Peptidyl-prolyl cis-trans isomerase FKBP3	128978576.0	166149744.0	123608696.0	148574112.0	161861920.0	154333136.0	148043984.0	146630192.0	141593024.0	152700080.0	169851264.0	126044344.0	147878320.0	123237624.0	122502856.0	122834600.0	144042704.0	125467216.0	149853312.0	115313248.0	149184304.0	119435576.0	141298320.0	182102400.0	150360480.0	147117120.0	143005856.0	156686720.0	122327744.0	150499040.0
Q00765	REEP5_HUMAN	REEP5	Receptor expression-enhancing protein 5	0.0	28768842.0	0.0	6346978.5	37160904.0	0.0	16782448.0	0.0	38315556.0	0.0	56378008.0	0.0	0.0	0.0	22127646.0	24057816.0	46684064.0	57722824.0	29338564.0	17539570.0	29501646.0	0.0	0.0	0.0	0.0	38070192.0	27100546.0	42087176.0	34464244.0	25987356.0
Q00796	DHSO_HUMAN	SORD	Sorbitol dehydrogenase	42849436.0	92126304.0	58251416.0	52259992.0	57269828.0	71628872.0	33952456.0	52232444.0	68440840.0	49782424.0	64495304.0	59368432.0	59197668.0	48813264.0	56561816.0	57821240.0	58724188.0	56743772.0	74594152.0	54564584.0	59645216.0	56406964.0	71436784.0	73280944.0	52135044.0	51589016.0	58308648.0	76355872.0	61873768.0	36290748.0
Q00839	HNRPU_HUMAN	HNRNPU	Heterogeneous nuclear ribonucleoprotein U	698775170.0	739402430.0	585985540.0	673102660.0	569978500.0	595247810.0	690419010.0	632553600.0	632004540.0	590840640.0	627608960.0	712000060.0	724580670.0	670128380.0	689156220.0	628402430.0	662344130.0	635672190.0	599713860.0	623098880.0	600139580.0	680029120.0	722789180.0	717279870.0	685787140.0	561091460.0	607277440.0	641061440.0	612349700.0	521534464.0
Q00978	IRF9_HUMAN	IRF9	Interferon regulatory factor 9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q01081	U2AF1_HUMAN	U2AF1	Splicing factor U2AF 35 kDa subunit	222220384.0	195842608.0	192098304.0	168997024.0	261932928.0	263959024.0	222190096.0	214526560.0	189699712.0	238824576.0	243787984.0	280831456.0	221164400.0	249830432.0	208578320.0	200390992.0	220780672.0	183215392.0	241648352.0	181985568.0	241482896.0	239048800.0	264337600.0	271307808.0	226947424.0	172355312.0	219029808.0	166021808.0	192708512.0	231042400.0
Q01082	SPTB2_HUMAN	SPTBN1	Spectrin beta chain, non-erythrocytic 1	175752112.0	182529056.0	195764320.0	214904928.0	191020192.0	192727168.0	173779120.0	179607856.0	151477344.0	176923616.0	204804800.0	225541216.0	212666352.0	218241136.0	240944528.0	198838704.0	180980672.0	193339776.0	208972176.0	177563168.0	180227488.0	208103520.0	211675152.0	184461648.0	211404032.0	202211888.0	196483904.0	200363024.0	170580736.0	194345008.0
Q01085	TIAR_HUMAN	TIAL1	Nucleolysin TIAR	99156080.0	109872784.0	83918408.0	98723632.0	0.0	171513808.0	134789248.0	0.0	112374752.0	136445552.0	89293112.0	129015536.0	98055992.0	108140792.0	96141968.0	124471832.0	97093216.0	136823408.0	0.0	99028000.0	106203152.0	92824232.0	133980320.0	103776392.0	84996712.0	97874000.0	84757800.0	124803384.0	0.0	125291624.0
Q01105	SET_HUMAN	SET	Protein SET	832159620.0	210946880.0	757183550.0	756625220.0	545417730.0	742827200.0	608584130.0	596453630.0	475670368.0	562651580.0	755829700.0	753095680.0	598456700.0	489703424.0	1085762690.0	567775680.0	695153790.0	508868480.0	533803360.0	445971680.0	399604672.0	624735680.0	630771390.0	389043648.0	735106880.0	553234500.0	562482560.0	592503490.0	634443840.0	384041728.0
Q01130	SRSF2_HUMAN	SRSF2	Serine/arginine-rich splicing factor 2	427229376.0	284422688.0	352035744.0	456265888.0	331922240.0	350573152.0	318226144.0	308405248.0	362471840.0	370051648.0	358011936.0	279197120.0	422385952.0	395460992.0	381874272.0	360185856.0	424598816.0	261914336.0	351154464.0	287928896.0	312728512.0	329263456.0	390510016.0	429171584.0	378586272.0	300118496.0	313424896.0	309353120.0	248050880.0	235558784.0
Q01167	FOXK2_HUMAN	FOXK2	Forkhead box protein K2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q01415	GALK2_HUMAN	GALK2	N-acetylgalactosamine kinase	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q01433	AMPD2_HUMAN	AMPD2	AMP deaminase 2	40880652.0	20228692.0	42701532.0	56630672.0	48400208.0	48675708.0	51637940.0	50406784.0	54398476.0	63922052.0	68631912.0	40578524.0	47124948.0	30346632.0	64894564.0	47249512.0	50196012.0	65022488.0	50880836.0	58287612.0	61757596.0	65184876.0	41882892.0	48868324.0	55382848.0	55474608.0	59318124.0	60112412.0	63705800.0	48040512.0
Q01469	FABP5_HUMAN	FABP5	Fatty acid-binding protein 5	157541952.0	186218464.0	166436352.0	179809904.0	87607400.0	232763248.0	186752752.0	148532160.0	75920880.0	111519920.0	50041824.0	174374928.0	70126592.0	135429632.0	137169200.0	139293328.0	175945344.0	100550432.0	166084416.0	134629664.0	161110256.0	105074376.0	0.0	106293072.0	189453648.0	140196016.0	179747040.0	87281720.0	92823248.0	214492432.0
Q01518	CAP1_HUMAN	CAP1	Adenylyl cyclase-associated protein 1	824504960.0	839483520.0	779270910.0	853948420.0	838660610.0	817501570.0	826438850.0	843493380.0	827666750.0	880277630.0	788382660.0	774813820.0	796368380.0	866835260.0	795364860.0	854409280.0	883759420.0	848340290.0	859478460.0	886726720.0	772316800.0	857554940.0	857604290.0	805202050.0	864604860.0	847711740.0	907553470.0	949072580.0	926981060.0	825950210.0
Q01581	HMCS1_HUMAN	HMGCS1	Hydroxymethylglutaryl-CoA synthase, cytoplasmic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q01658	NC2B_HUMAN	DR1	Protein Dr1	47022820.0	58280624.0	0.0	0.0	46769212.0	34232672.0	48926384.0	33639600.0	24933808.0	43809320.0	42803004.0	0.0	51124372.0	45221560.0	42973688.0	28508374.0	0.0	27967044.0	0.0	35087032.0	37591960.0	31186498.0	48420196.0	44706528.0	26899456.0	37522972.0	41156568.0	47221428.0	37613356.0	56969588.0
Q01780	EXOSX_HUMAN	EXOSC10	Exosome complex component 10	0.0	0.0	0.0	0.0	0.0	39746400.0	0.0	0.0	0.0	57006900.0	0.0	0.0	42395996.0	0.0	0.0	24900088.0	0.0	0.0	0.0	0.0	21779896.0	19874674.0	0.0	38651884.0	0.0	24434730.0	28761946.0	0.0	0.0	0.0
Q01813	PFKAP_HUMAN	PFKP	ATP-dependent 6-phosphofructokinase, platelet type	243601296.0	298813312.0	359172256.0	452016832.0	267562720.0	385343200.0	288401088.0	342537696.0	349727616.0	292514336.0	289726048.0	348387648.0	339642272.0	332899456.0	454532800.0	350359552.0	337020448.0	360588096.0	359015840.0	424920736.0	381316864.0	410797760.0	425996736.0	332147840.0	438593856.0	376947520.0	453905152.0	396832416.0	398253728.0	335388320.0
Q01831	XPC_HUMAN	XPC	DNA repair protein complementing XP-C cells	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q01844	EWS_HUMAN	EWSR1	RNA-binding protein EWS	309195104.0	247930672.0	276063424.0	277046240.0	307314528.0	255027728.0	270900096.0	246305120.0	141060608.0	262353984.0	256333392.0	297992704.0	299172768.0	339676640.0	299840864.0	291857888.0	228832384.0	249454544.0	228397056.0	188931040.0	301598976.0	227669312.0	297788544.0	308389472.0	282179904.0	236149152.0	245693936.0	231271552.0	231189344.0	227873968.0
Q01968	OCRL_HUMAN	OCRL	Inositol polyphosphate 5-phosphatase OCRL	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22461504.0	0.0	0.0	0.0	18768294.0	19942826.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13720788.0	0.0	0.0	0.0	0.0	0.0
Q01970	PLCB3_HUMAN	PLCB3	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3	0.0	0.0	0.0	11141692.0	0.0	0.0	29825314.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14082314.0	0.0	0.0	0.0	0.0	0.0	0.0	21630018.0	0.0	24941632.0	17377894.0	0.0	0.0
Q01995	TAGL_HUMAN	TAGLN	Transgelin	4053236740.0	3672900610.0	4301689900.0	4006938370.0	4534600700.0	4223963900.0	4224343810.0	4509410300.0	4473563100.0	4482820600.0	4070936320.0	4071737600.0	3573740030.0	3940805380.0	3448057860.0	4197805060.0	4142336260.0	4339885100.0	4164544510.0	4261101060.0	4280401920.0	3503195390.0	3565884670.0	4015778300.0	3528361980.0	4185290750.0	4264354560.0	4581430800.0	4133437950.0	4059871230.0
Q02040	AK17A_HUMAN	AKAP17A	A-kinase anchor protein 17A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q02218	ODO1_HUMAN	OGDH	2-oxoglutarate dehydrogenase complex component E1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70243520.0	0.0	19904242.0	0.0	22739434.0	0.0	14808977.0	14226652.0	0.0	0.0	0.0	0.0	26290294.0	20619022.0	0.0	0.0	0.0	17724522.0	0.0	0.0	0.0
Q02241	KIF23_HUMAN	KIF23	Kinesin-like protein KIF23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q02252	MMSA_HUMAN	ALDH6A1	Methylmalonate-semialdehyde/malonate-semialdehyde dehydrogenase [acylating], mitochondrial	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16405606.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16568760.0
Q02388	CO7A1_HUMAN	COL7A1	Collagen alpha-1(VII) chain	0.0	0.0	25533074.0	0.0	23875722.0	0.0	0.0	0.0	0.0	25382022.0	28477710.0	0.0	0.0	0.0	0.0	23322992.0	37499616.0	0.0	30689686.0	18997994.0	0.0	0.0	0.0	0.0	0.0	16684390.0	23193248.0	28185734.0	0.0	0.0
Q02539	H11_HUMAN	H1-1	Histone H1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q02543	RL18A_HUMAN	RPL18A	Large ribosomal subunit protein eL20	247646192.0	311770560.0	315545312.0	333063744.0	195873008.0	304646336.0	231356224.0	317502432.0	323910432.0	324194624.0	220280608.0	338428832.0	353259616.0	324390048.0	262439056.0	326521440.0	278842560.0	352588480.0	371260448.0	309914496.0	272185504.0	367978304.0	344648064.0	329972800.0	402977408.0	289571904.0	352867296.0	289247552.0	365195968.0	405680832.0
Q02750	MP2K1_HUMAN	MAP2K1	Dual specificity mitogen-activated protein kinase kinase 1	38730100.0	57829148.0	68494968.0	72368480.0	73742840.0	85154248.0	64732372.0	64785804.0	64454704.0	77147968.0	75446448.0	62094080.0	48938416.0	69096328.0	60832124.0	66736724.0	75258728.0	76569680.0	80069544.0	90644232.0	92685080.0	83606568.0	82767744.0	74862536.0	87709576.0	102318048.0	84935296.0	67472136.0	61920672.0	87497448.0
Q02790	FKBP4_HUMAN	FKBP4	Peptidyl-prolyl cis-trans isomerase FKBP4	131987800.0	130873536.0	141353984.0	183867840.0	155354624.0	165946944.0	130694000.0	162560000.0	152947328.0	153765344.0	129033624.0	144017968.0	121434648.0	160801248.0	145356736.0	134012440.0	145474576.0	124806712.0	132671480.0	137153296.0	175172272.0	182040496.0	141307152.0	148177088.0	157987648.0	144739856.0	139206672.0	134697792.0	115282568.0	122996216.0
Q02809	PLOD1_HUMAN	PLOD1	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1	170214608.0	230201792.0	242390752.0	256803104.0	164950096.0	291378784.0	119823888.0	188409888.0	275328640.0	237180272.0	270328224.0	186512400.0	266055312.0	221244592.0	200644752.0	213777568.0	190200528.0	220540544.0	221146624.0	252726864.0	229824512.0	209817296.0	229285840.0	164989472.0	250536704.0	225436288.0	251331568.0	259041712.0	258024976.0	211952128.0
Q02818	NUCB1_HUMAN	NUCB1	Nucleobindin-1	56867436.0	48603984.0	57605772.0	54311432.0	44076652.0	51834956.0	0.0	57787164.0	51618580.0	0.0	72435496.0	66165960.0	83207104.0	86872184.0	63175280.0	91532152.0	75895544.0	49379128.0	52432264.0	74544336.0	50311364.0	61023896.0	51079980.0	0.0	36677280.0	92539248.0	66843900.0	68609208.0	56225728.0	59978720.0
Q02878	RL6_HUMAN	RPL6	Large ribosomal subunit protein eL6	831393090.0	695304700.0	691239940.0	1348448900.0	966093820.0	957478270.0	660822980.0	778043900.0	929625280.0	708634050.0	557300740.0	961173760.0	809839870.0	819091330.0	597701570.0	804918720.0	995998210.0	1109611010.0	961965310.0	920605250.0	646667260.0	661162370.0	1090098050.0	854671300.0	980644480.0	819804670.0	1075829760.0	975500990.0	760114820.0	820322300.0
Q02880	TOP2B_HUMAN	TOP2B	DNA topoisomerase 2-beta	24209480.0	0.0	31358060.0	34793860.0	20248956.0	39205336.0	11706709.0	33008952.0	39586452.0	38105772.0	31742506.0	25057098.0	33741568.0	29338472.0	44498344.0	24943536.0	33119008.0	33486472.0	29012680.0	41874800.0	22811224.0	36566392.0	20791260.0	31108810.0	35578500.0	48170568.0	38218192.0	42593724.0	56741896.0	39435308.0
Q02952	AKA12_HUMAN	AKAP12	A-kinase anchor protein 12	0.0	28139254.0	0.0	0.0	25834292.0	0.0	0.0	0.0	0.0	30250830.0	0.0	0.0	20125084.0	0.0	0.0	10953107.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q03001	DYST_HUMAN	DST	Dystonin	30313668.0	0.0	30131408.0	27881804.0	22965924.0	26721674.0	29708632.0	26250408.0	27273868.0	55633128.0	42785540.0	34682864.0	27572896.0	28329544.0	48249588.0	35894904.0	29410594.0	27043716.0	13094174.0	0.0	27580104.0	28091512.0	0.0	25209668.0	28499136.0	38670788.0	29466668.0	23227180.0	33826684.0	27564286.0
Q03013	GSTM4_HUMAN	GSTM4	Glutathione S-transferase Mu 4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8724564.0	0.0	13339111.0	0.0	19334950.0	0.0	0.0	0.0	0.0	12869558.0	17027138.0	21271700.0	15853878.0	16263966.0	10044590.0
Q03111	ENL_HUMAN	MLLT1	Protein ENL	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q03135	CAV1_HUMAN	CAV1	Caveolin-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	93011840.0	81703600.0	85468480.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49740524.0	56672520.0	0.0	0.0	0.0
Q03154	ACY1_HUMAN	ACY1	Aminoacylase-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10781946.0	0.0	14286108.0	0.0	16053268.0	16102431.0	0.0	12575852.0	0.0	0.0	0.0	14045888.0	0.0	20535280.0	0.0
Q03252	LMNB2_HUMAN	LMNB2	Lamin-B2	30447638.0	0.0	0.0	18833360.0	0.0	0.0	0.0	0.0	0.0	35896056.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23636062.0	0.0	35350220.0	15577157.0	38870184.0	0.0	32973288.0	0.0	0.0	31327302.0	0.0	26919198.0	21897376.0
Q03393	PTPS_HUMAN	PTS	6-pyruvoyl tetrahydrobiopterin synthase	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q03405	UPAR_HUMAN	PLAUR	Urokinase plasminogen activator surface receptor	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
