UniProt	Protein	Infected_8h_1	Infected_8h_2	Infected_8h_3	Infected_8h_4	Infected_8h_5	Mock_8h_1	Mock_8h_2	Mock_8h_3	Mock_8h_4	Mock_8h_5	Infected_16h_1	Infected_16h_2	Infected_16h_3	Infected_16h_4	Infected_16h_5	Mock_16h_1	Mock_16h_2	Mock_16h_3	Mock_16h_4	Mock_16h_5	Infected_24h_1	Infected_24h_2	Infected_24h_3	Infected_24h_4	Infected_24h_5	Mock_24h_1	Mock_24h_2	Mock_24h_3	Mock_24h_4	Mock_24h_5
Q13287	NMI_HUMAN	0.0	0.0	81224152.0	18568430.0	28060464.0	41860376.0	39518492.0	0.0	21227904.0	27163480.0	0.0	25481156.0	25271764.0	30607488.0	32587586.0	32320788.0	0.0	28633480.0	38421204.0	31788626.0	18245684.0	0.0	0.0	0.0	0.0	36598084.0	26107654.0	28586228.0	30669880.0	33187302.0
Q13308	PTK7_HUMAN	45092232.0	43200156.0	44937900.0	42781572.0	42095792.0	49450584.0	18832372.0	35883884.0	38698564.0	40435076.0	57636660.0	65976892.0	75618496.0	53922156.0	57537888.0	79039336.0	55040468.0	61814632.0	55618284.0	61137244.0	37652056.0	50204012.0	37971988.0	48830604.0	44212552.0	59669412.0	48706028.0	45788136.0	53836728.0	47564240.0
Q13310	PABP4_HUMAN	205479584.0	215788480.0	155373232.0	221572336.0	233103408.0	204740528.0	159287584.0	193410720.0	172076016.0	189574848.0	202266368.0	200843104.0	284915136.0	202979184.0	175691584.0	239445104.0	196931600.0	235942816.0	219553760.0	238008944.0	185510080.0	209904240.0	154732096.0	193722960.0	170026848.0	179211360.0	196103440.0	207005104.0	213151360.0	200621856.0
Q13315	ATM_HUMAN	0.0	0.0	0.0	0.0	13144864.0	0.0	0.0	0.0	0.0	0.0	7110392.5	0.0	9711781.0	7259131.0	0.0	10891853.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7774118.5	4481054.5	11090983.0	0.0	14961091.0	0.0	0.0
Q13325	IFIT5_HUMAN	0.0	0.0	0.0	0.0	0.0	38583088.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41830864.0	62738892.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q13330	MTA1_HUMAN	21164270.0	23107610.0	0.0	25056528.0	22337504.0	0.0	0.0	0.0	31033616.0	0.0	30033512.0	26831564.0	42298768.0	26892476.0	33036062.0	35703188.0	29340728.0	29313612.0	26762964.0	0.0	22700926.0	18264232.0	14194148.0	15774230.0	23346252.0	32685246.0	21912010.0	23110622.0	22478948.0	19491382.0
Q13347	EIF3I_HUMAN	355457344.0	357900960.0	384330112.0	356571392.0	343932832.0	419058336.0	314793760.0	347359168.0	410033216.0	381409312.0	283506528.0	322970496.0	317034272.0	254644848.0	339002208.0	256517344.0	341533504.0	301708640.0	283631648.0	333928160.0	250253984.0	394745216.0	377251456.0	330248928.0	323983392.0	244579056.0	328058240.0	304374240.0	260822992.0	313273888.0
Q13356	PPIL2_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q13362	2A5G_HUMAN	0.0	29105206.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22801068.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20852574.0	0.0	0.0
Q13363	CTBP1_HUMAN	96215288.0	112149784.0	111921784.0	112859712.0	87969760.0	123973512.0	95212400.0	128462760.0	96539624.0	132404888.0	120573128.0	170296688.0	129654272.0	130619400.0	144681520.0	107328144.0	115258816.0	101929808.0	145231808.0	117682392.0	141564688.0	121730200.0	96695600.0	116087304.0	111236768.0	125915584.0	122411624.0	122593896.0	126550216.0	114996016.0
Q13371	PHLP_HUMAN	20237548.0	27867904.0	0.0	18469784.0	36755208.0	0.0	0.0	0.0	0.0	0.0	27534128.0	0.0	30189618.0	0.0	20205860.0	36693576.0	14646987.0	23137072.0	0.0	19301056.0	0.0	20303880.0	0.0	18453612.0	23115984.0	0.0	20967584.0	28986706.0	23823432.0	23223900.0
Q13404	UB2V1_HUMAN	682790400.0	650801340.0	621251460.0	705700420.0	571995970.0	465698560.0	562735870.0	548408060.0	515487776.0	592987460.0	566834110.0	517460704.0	635693760.0	623941630.0	600880260.0	625411460.0	616696260.0	697438720.0	664912380.0	686240960.0	708937920.0	766153340.0	589399170.0	662780480.0	705159940.0	528294688.0	736623550.0	718161860.0	759956220.0	758607230.0
Q13405	RM49_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q13409	DC1I2_HUMAN	281541440.0	214435472.0	210763760.0	232899568.0	294135040.0	276020032.0	293001696.0	234317712.0	255469056.0	284886432.0	214608896.0	250577696.0	213038048.0	185605280.0	284098848.0	218598176.0	261090448.0	260564016.0	248308384.0	217597536.0	403518240.0	306154464.0	291564224.0	291315328.0	241852768.0	317053568.0	247843792.0	245108448.0	236747904.0	266703152.0
Q13418	ILK_HUMAN	137633360.0	192302560.0	162986704.0	158953952.0	173894064.0	169803136.0	148339952.0	162916704.0	167187488.0	154952288.0	188638800.0	176560240.0	184645056.0	178997536.0	175932272.0	181153584.0	176590928.0	174820640.0	177793264.0	176394016.0	169102288.0	166521168.0	179322560.0	127718352.0	153230912.0	163932416.0	156980608.0	180290096.0	192159072.0	171916528.0
Q13425	SNTB2_HUMAN	0.0	41835436.0	0.0	57378540.0	0.0	18809618.0	0.0	0.0	17625314.0	0.0	48036696.0	37244528.0	33314574.0	34758760.0	0.0	31645900.0	21115226.0	28584288.0	0.0	21189402.0	15181516.0	18983624.0	22075108.0	0.0	32874994.0	40996220.0	0.0	0.0	19812354.0	21604034.0
Q13426	XRCC4_HUMAN	0.0	9590200.0	13895874.0	0.0	0.0	14287894.0	14875590.0	17783282.0	17220922.0	18817022.0	0.0	0.0	0.0	11477586.0	0.0	20528294.0	0.0	19406454.0	0.0	0.0	0.0	0.0	11368007.0	0.0	10957327.0	0.0	0.0	0.0	0.0	0.0
Q13427	PPIG_HUMAN	70293184.0	73259224.0	86408328.0	52711444.0	48552284.0	0.0	39933728.0	74423304.0	45725240.0	0.0	55249436.0	49737132.0	60698372.0	57536812.0	0.0	96163120.0	62850624.0	61667844.0	44359368.0	40777728.0	35753620.0	74477096.0	102156152.0	69014768.0	87369336.0	0.0	43467244.0	73154648.0	80190632.0	69010664.0
Q13428	TCOF_HUMAN	61709536.0	69331248.0	53400080.0	48385364.0	61790928.0	53340112.0	61168912.0	53046652.0	55803796.0	92563248.0	43286260.0	0.0	59282020.0	37999384.0	51044092.0	44167312.0	26942926.0	41019196.0	49302020.0	40571412.0	73414992.0	64177716.0	55374680.0	85233664.0	75312496.0	77414880.0	49540632.0	64357576.0	46853728.0	63242560.0
Q13435	SF3B2_HUMAN	240965776.0	295733120.0	198689456.0	198077904.0	263214976.0	229335808.0	321852480.0	297925376.0	211609776.0	238638608.0	151727616.0	159708160.0	203992512.0	158851872.0	157016368.0	184509552.0	111318040.0	175574720.0	204497040.0	164241664.0	274608000.0	211281552.0	276578848.0	223869536.0	228797728.0	264632240.0	246550304.0	227079664.0	204635616.0	252725280.0
Q13438	OS9_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q13439	GOGA4_HUMAN	80606032.0	63734940.0	68331760.0	59869944.0	69941016.0	70857056.0	80866056.0	76420024.0	63700496.0	90747416.0	34175316.0	52023952.0	48646672.0	37868476.0	45632348.0	55904880.0	60672840.0	55982392.0	55891880.0	52357956.0	37976740.0	54427176.0	53013412.0	60142684.0	46545756.0	66775832.0	57693876.0	47378368.0	52824004.0	50387828.0
Q13442	HAP28_HUMAN	281043008.0	269960608.0	232441072.0	256967584.0	303515744.0	413511904.0	431958848.0	344572064.0	291300960.0	313359808.0	160392736.0	190859264.0	142227328.0	145155968.0	150081680.0	202386864.0	213291488.0	229455104.0	238554336.0	151012848.0	315340512.0	283953728.0	333475232.0	206547056.0	352940448.0	303553696.0	249002704.0	306198048.0	207477232.0	251775488.0
Q13443	ADAM9_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q13445	TMED1_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42345888.0	0.0	70568920.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q13451	FKBP5_HUMAN	0.0	24206168.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14830508.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q13459	MYO9B_HUMAN	37721144.0	38125676.0	39366428.0	39434864.0	42626100.0	42524928.0	36724512.0	34502476.0	37415660.0	66563744.0	24215676.0	31535974.0	0.0	35418632.0	23273272.0	32983064.0	28803770.0	43060244.0	36706452.0	47906804.0	34490340.0	39887324.0	29196210.0	42923548.0	32388232.0	40682676.0	34858552.0	40593428.0	42551844.0	38694632.0
Q13464	ROCK1_HUMAN	32162986.0	44424108.0	32240120.0	52010660.0	0.0	42098116.0	47913388.0	34955020.0	44143100.0	50791844.0	39186916.0	38537760.0	45862796.0	46801964.0	44395932.0	39135928.0	51942988.0	45357176.0	39243172.0	46774432.0	36077372.0	34987824.0	39064168.0	39153804.0	30458418.0	61251440.0	41275080.0	0.0	49515452.0	34438064.0
Q13480	GAB1_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q13485	SMAD4_HUMAN	24045272.0	23301670.0	0.0	0.0	0.0	0.0	0.0	22185048.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32064828.0	0.0	18907934.0	0.0	15822373.0	0.0	0.0	0.0	0.0	25944298.0	23866046.0
Q13488	VPP3_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q13490	BIRC2_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q13492	PICAL_HUMAN	71157872.0	85636264.0	84453168.0	63137352.0	70012240.0	66257608.0	50817112.0	72543368.0	59727812.0	39771516.0	78361208.0	110420968.0	78562888.0	62051140.0	96041048.0	94000248.0	92084240.0	66297012.0	79287592.0	80198136.0	72566432.0	78405040.0	78923816.0	97535104.0	72833192.0	48637772.0	60287088.0	67207904.0	71551144.0	74914976.0
Q13496	MTM1_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q13501	SQSTM_HUMAN	165516480.0	103571008.0	157139552.0	141117680.0	142427536.0	140039568.0	132233288.0	171150784.0	167494736.0	106299056.0	91209744.0	96992808.0	138269872.0	104918064.0	121603808.0	139875376.0	159156768.0	143662464.0	126949680.0	124844168.0	143535552.0	120325968.0	140441344.0	117011800.0	115823600.0	122270728.0	136486432.0	139798208.0	131970336.0	160497984.0
Q13503	MED21_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q13509	TBB3_HUMAN	914864960.0	799047550.0	1100308740.0	957868540.0	398285152.0	1090868100.0	515357312.0	909717250.0	784380420.0	588464380.0	1223077760.0	494892864.0	989499200.0	823574720.0	293519072.0	955784700.0	552386940.0	760261570.0	713291330.0	1079795710.0	1054437120.0	489929920.0	842266430.0	405072224.0	1762101630.0	1404081280.0	648389820.0	976068740.0	792093950.0	613115460.0
Q13510	ASAH1_HUMAN	46250584.0	57492232.0	53181936.0	59862500.0	0.0	43369556.0	43852292.0	0.0	0.0	0.0	62642028.0	76357216.0	63508796.0	0.0	70924504.0	55055824.0	56559756.0	62386264.0	66170960.0	0.0	56024028.0	68511800.0	50033232.0	58504800.0	54854984.0	49782668.0	52589892.0	50607984.0	57592432.0	60799764.0
Q13523	PRP4K_HUMAN	34365352.0	34340792.0	32716902.0	38033660.0	0.0	37934640.0	38448468.0	42394816.0	40546360.0	46374724.0	41756404.0	37172560.0	25677428.0	40640396.0	39843316.0	0.0	28087688.0	0.0	25036298.0	0.0	43663564.0	33068560.0	46152664.0	25816408.0	46741296.0	32960964.0	0.0	29380102.0	32039334.0	32636830.0
Q13526	PIN1_HUMAN	109849808.0	91764064.0	103668672.0	82976480.0	73458488.0	109349712.0	100921216.0	119885776.0	83383200.0	78091792.0	90923512.0	69067360.0	58556788.0	46470692.0	76522000.0	77141960.0	83155416.0	106917144.0	84127664.0	82886248.0	84199512.0	67898248.0	126473120.0	63334076.0	96303608.0	64706804.0	107814416.0	93377504.0	88789224.0	137168496.0
Q13541	4EBP1_HUMAN	0.0	0.0	0.0	61382652.0	65630824.0	66904216.0	43744324.0	94253616.0	49067932.0	73694896.0	0.0	39620388.0	0.0	0.0	0.0	0.0	37914828.0	27962726.0	0.0	0.0	17899246.0	44010452.0	105715728.0	20323168.0	94167288.0	54057912.0	39066048.0	0.0	30185668.0	32394696.0
Q13546	RIPK1_HUMAN	0.0	33497114.0	26094000.0	0.0	0.0	43378152.0	0.0	37218456.0	0.0	0.0	41598376.0	0.0	0.0	43935400.0	0.0	35696948.0	30456664.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33649128.0	42250572.0	36852284.0	41974040.0	36609704.0	38688228.0
Q13547	HDAC1_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16473827.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9357981.0	0.0	0.0	0.0	0.0
Q13555	KCC2G_HUMAN	12740431.0	14575590.0	0.0	22634884.0	0.0	0.0	0.0	29779376.0	15810843.0	0.0	16812212.0	9794019.0	0.0	0.0	0.0	25449454.0	19718526.0	0.0	19686636.0	0.0	21289856.0	0.0	19986288.0	0.0	0.0	0.0	8426744.0	13967692.0	0.0	15550042.0
Q13557	KCC2D_HUMAN	262339840.0	252196016.0	254214272.0	238380912.0	254917408.0	281107616.0	258893968.0	240424224.0	286322560.0	193356960.0	205144608.0	221599104.0	227288176.0	205739504.0	281237120.0	229566864.0	248677728.0	224256432.0	257903440.0	244463552.0	278387904.0	257741760.0	268864960.0	278089952.0	279997056.0	209130960.0	291444896.0	246407680.0	281645856.0	278328992.0
Q13561	DCTN2_HUMAN	457569696.0	476942688.0	357235200.0	456750240.0	418507936.0	416116704.0	527841216.0	472121984.0	432690592.0	395026176.0	393254336.0	383415552.0	366834624.0	335538400.0	331706912.0	399536704.0	354603232.0	367085792.0	357048480.0	426847392.0	436944448.0	315584064.0	429618272.0	360012288.0	516216032.0	445730976.0	431255840.0	419307264.0	443211616.0	436684384.0
Q13564	ULA1_HUMAN	54385668.0	78069360.0	68399816.0	93472712.0	77145920.0	77293112.0	54149136.0	35589192.0	71033312.0	95808632.0	96673496.0	115754240.0	112535336.0	84397832.0	84750992.0	94706464.0	107896456.0	116119688.0	80917408.0	115449336.0	79724760.0	78138432.0	51207852.0	85712520.0	100908648.0	90673712.0	82517960.0	77728832.0	85347400.0	86689408.0
Q13572	ITPK1_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q13573	SNW1_HUMAN	36428556.0	38265344.0	35875316.0	21410980.0	44947308.0	37312836.0	38442812.0	40781824.0	34637656.0	42937940.0	0.0	0.0	44540964.0	28179784.0	22968392.0	31502688.0	31544860.0	35341368.0	21197242.0	20971294.0	20331730.0	31258006.0	40280764.0	47403108.0	30324662.0	26837934.0	43113504.0	39448808.0	52392000.0	47882856.0
Q13574	DGKZ_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q13586	STIM1_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q13595	TRA2A_HUMAN	19733588.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	97864352.0	0.0	37365012.0	0.0	48583108.0	0.0	0.0	0.0	45283940.0	0.0	30844554.0	0.0	44309768.0	0.0	0.0
Q13596	SNX1_HUMAN	114979624.0	134058656.0	76464016.0	91138952.0	112341320.0	109593688.0	82989656.0	84939904.0	103025656.0	123666600.0	125861128.0	91179064.0	107969872.0	100875864.0	71047168.0	198322048.0	111926768.0	112782616.0	110115472.0	146520192.0	64515532.0	100301176.0	80150648.0	92800928.0	121955176.0	151998208.0	134109192.0	143647568.0	141518880.0	130686776.0
Q13601	KRR1_HUMAN	32699916.0	0.0	0.0	31542874.0	0.0	36947444.0	0.0	0.0	41662200.0	33128420.0	49153772.0	0.0	70393568.0	0.0	0.0	0.0	0.0	44768952.0	0.0	50253760.0	0.0	31288758.0	0.0	35429388.0	0.0	0.0	45975752.0	0.0	40784240.0	0.0
Q13610	PWP1_HUMAN	0.0	0.0	49826048.0	0.0	61161816.0	0.0	50044180.0	0.0	18889636.0	0.0	28792452.0	47119136.0	0.0	0.0	0.0	33979880.0	0.0	0.0	0.0	34319480.0	0.0	0.0	0.0	46057652.0	37449280.0	0.0	41780304.0	0.0	53105340.0	45065780.0
Q13613	MTMR1_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q13614	MTMR2_HUMAN	0.0	0.0	0.0	0.0	0.0	12937334.0	0.0	0.0	0.0	0.0	16530226.0	24934428.0	0.0	0.0	0.0	0.0	0.0	0.0	25665422.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16560772.0	0.0	19328596.0	16860742.0
Q13616	CUL1_HUMAN	35280784.0	37481840.0	35774636.0	29445818.0	37338032.0	29293756.0	32708180.0	39932320.0	35178508.0	26245856.0	35149168.0	42130304.0	37575932.0	36098108.0	45021304.0	43066900.0	46513688.0	40714236.0	37055020.0	34254332.0	43038484.0	36933356.0	36567596.0	35783004.0	32874498.0	37377776.0	38874852.0	39120236.0	41650896.0	38130492.0
Q13617	CUL2_HUMAN	42791524.0	56590608.0	49265972.0	45825148.0	55908944.0	57262980.0	42169004.0	44698576.0	44931296.0	57612760.0	46539944.0	53889576.0	42137176.0	55651640.0	67322144.0	43956988.0	50475384.0	53147828.0	46400344.0	47798684.0	44514728.0	47332944.0	43538388.0	38047100.0	43722456.0	55238840.0	53411880.0	48983436.0	52059432.0	48203696.0
Q13618	CUL3_HUMAN	30344628.0	44815620.0	17719152.0	43817792.0	22625084.0	36378880.0	46079144.0	41276212.0	46277936.0	0.0	62311772.0	45773804.0	45697624.0	51756536.0	0.0	57998624.0	43397548.0	45235620.0	51768376.0	38680256.0	40238060.0	26714450.0	0.0	29634084.0	27661136.0	46717792.0	44397800.0	50317120.0	52073204.0	38792204.0
Q13619	CUL4A_HUMAN	35670636.0	41341064.0	38688996.0	0.0	0.0	30095824.0	0.0	39434620.0	49461068.0	0.0	37989360.0	39451124.0	38243548.0	0.0	63386196.0	43023488.0	46492448.0	49380032.0	0.0	0.0	44165776.0	0.0	28500578.0	0.0	31254850.0	0.0	31135580.0	25903238.0	35526008.0	36186848.0
Q13620	CUL4B_HUMAN	65094476.0	72430120.0	84520352.0	74293216.0	72629688.0	72427896.0	67222776.0	62123252.0	71322592.0	68576400.0	73038272.0	78880976.0	75606512.0	71093464.0	85004744.0	66683552.0	75455120.0	74597336.0	79286264.0	73222944.0	50104068.0	79991072.0	51112040.0	76662696.0	76724888.0	72925688.0	73865528.0	73727560.0	67927728.0	72336840.0
Q13625	ASPP2_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q13627	DYR1A_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q13630	FCL_HUMAN	76328872.0	92782752.0	0.0	101448128.0	69612168.0	81084112.0	55992800.0	70764696.0	65517100.0	85576984.0	111515952.0	90700768.0	96606328.0	99617128.0	118356240.0	112410176.0	68834528.0	98145776.0	100695480.0	111232512.0	76713632.0	83059704.0	74497400.0	85291432.0	66295504.0	117618416.0	105853256.0	90804832.0	115627120.0	102131512.0
Q13637	RAB32_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	25715960.0	0.0	32148712.0	33411068.0	0.0	0.0	0.0	19569428.0	0.0	23234354.0	30053916.0	22773304.0	0.0	0.0	0.0	23745928.0	0.0	22435308.0	0.0	0.0	21518316.0	0.0	0.0	25741184.0
Q13641	TPBG_HUMAN	0.0	0.0	0.0	31463976.0	0.0	0.0	0.0	0.0	40840556.0	57351080.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q13642	FHL1_HUMAN	424789760.0	370015744.0	370381120.0	286843648.0	446725504.0	230413712.0	433053056.0	425936416.0	394341920.0	473840224.0	239806704.0	213588352.0	258278864.0	208436512.0	305534208.0	371096608.0	335210944.0	311904896.0	317881056.0	265742752.0	352167936.0	289966816.0	449709632.0	319683040.0	530001184.0	234177376.0	338360960.0	368958432.0	336445920.0	414901408.0
Q13643	FHL3_HUMAN	156111472.0	125504640.0	132521704.0	139116256.0	161323840.0	109140432.0	174656736.0	150804032.0	130892960.0	154923776.0	72876968.0	83819104.0	79119696.0	80621024.0	114366856.0	99007800.0	105170696.0	100500208.0	101360208.0	110242768.0	167524464.0	121103720.0	164460304.0	178564256.0	168693376.0	136565264.0	126617624.0	128105944.0	146841904.0	145680976.0
Q13671	RIN1_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14091263.0	0.0	0.0	0.0	0.0	0.0	0.0	7939277.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q13685	AAMP_HUMAN	0.0	0.0	0.0	0.0	0.0	39663664.0	0.0	41597372.0	27284040.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18263172.0	0.0	0.0	23185144.0	0.0	0.0	0.0	0.0	0.0	0.0
Q13740	CD166_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	40874904.0	25779398.0	29190150.0	32892054.0	0.0	0.0	0.0	0.0	0.0	26245026.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23949934.0	0.0	21802008.0	0.0	26499044.0
Q13769	THOC5_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q13795	ARFRP_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q13813	SPTN1_HUMAN	193625152.0	194813376.0	203546576.0	200139360.0	155017376.0	180441344.0	159512288.0	202612032.0	180493472.0	151399808.0	203431888.0	236497696.0	214027680.0	212523152.0	266828288.0	196153424.0	218221824.0	204583024.0	205249840.0	173712160.0	166323232.0	210309040.0	212504544.0	223024128.0	231400960.0	164896816.0	187481536.0	211362752.0	198514224.0	213649616.0
Q13823	NOG2_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q13838	DX39B_HUMAN	429197120.0	457989536.0	456239744.0	360483104.0	285295712.0	398691744.0	357620928.0	362019712.0	447096896.0	206447216.0	464881408.0	557004670.0	464720256.0	393430784.0	309081920.0	377109728.0	481629920.0	427219488.0	526459072.0	383991520.0	353674528.0	390256224.0	506923680.0	335497888.0	435995840.0	524220928.0	316035168.0	357312640.0	408459424.0	394462112.0
Q13867	BLMH_HUMAN	42656260.0	54282132.0	63672092.0	59177948.0	40543160.0	57571600.0	31809902.0	52580856.0	41766444.0	44120240.0	70375136.0	38835808.0	66454048.0	59690892.0	70475784.0	90426816.0	45894736.0	68120952.0	79710576.0	73605952.0	58213928.0	53256848.0	52695876.0	37013552.0	49619780.0	20667922.0	65251500.0	79579752.0	68747456.0	65527460.0
Q13868	EXOS2_HUMAN	0.0	0.0	0.0	16752714.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29660664.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q13884	SNTB1_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q13885	TBB2A_HUMAN	263510608.0	621201600.0	561061630.0	523460704.0	353086624.0	460737632.0	420442240.0	647591300.0	568564540.0	593765760.0	580423870.0	602572800.0	576817660.0	613788350.0	341873344.0	646981630.0	528216032.0	488057184.0	628208640.0	583103170.0	432568032.0	251301392.0	263802384.0	592603460.0	666298370.0	547657220.0	429237472.0	526902784.0	430735200.0	260467456.0
